Year,Round,Race,Circuit,Date,Driver,Constructor,Grid,Position,Status,Q1,Q2,Q3,Weather,Temp,Precip,Winner,ConstructorWinRate_AllTime,ConstructorWinRate_Recent,Q1_secs,Q2_secs,Q3_secs,BestQualiTime,DriverRecentTop3Rate
2014,11,Hungarian Grand Prix,Hungaroring,27-07-2014,Adrian Sutil,Sauber,11,11,Finished,01:26.0,01:25.1,99:99.999,"Rain, Partially cloudy",22.8,3.728,0,0,0,86.027,85.136,6039.999,85.136,0
2014,12,Belgian Grand Prix,Circuit de Spa-Francorchamps,24-08-2014,Adrian Sutil,Sauber,14,14,Finished,02:11.1,02:10.2,99:99.999,"Rain, Partially cloudy",10.3,1.015,0,0,0,131.051,130.238,6039.999,130.238,0
2014,13,Italian Grand Prix,Autodromo Nazionale di Monza,07-09-2014,Adrian Sutil,Sauber,14,15,+1 Lap,01:27.0,01:26.6,99:99.999,"Rain, Partially cloudy",21.1,0.063,0,0,0,87.034,86.588,6039.999,86.588,0
2014,14,Singapore Grand Prix,Marina Bay Street Circuit,21-09-2014,Adrian Sutil,Sauber,17,19,Water pressure,01:48.3,99:99.999,99:99.999,"Rain, Partially cloudy",28.2,28.038,0,0,0,108.324,6039.999,6039.999,108.324,0
2014,15,Japanese Grand Prix,Suzuka Circuit,05-10-2014,Adrian Sutil,Sauber,14,21,Accident,01:35.7,01:35.4,99:99.999,"Rain, Overcast",18.9,18.706,0,0,0,95.736,95.364,6039.999,95.364,0
2014,16,Russian Grand Prix,Sochi Autodrom,12-10-2014,Adrian Sutil,Sauber,14,16,+1 Lap,01:40.8,01:41.0,99:99.999,Clear,16.8,0,0,0,0,100.766,100.984,6039.999,100.766,0
2014,17,United States Grand Prix,Circuit of the Americas,02-11-2014,Adrian Sutil,Sauber,9,18,Collision,01:38.9,01:38.4,01:38.8,Partially cloudy,14.6,0,0,0,0,98.855,98.378,98.81,98.378,0
2014,18,Brazilian Grand Prix,Autódromo José Carlos Pace,09-11-2014,Adrian Sutil,Sauber,13,16,+1 Lap,01:11.9,01:12.1,99:99.999,"Rain, Partially cloudy",20.9,0.3,0,0,0,71.943,72.099,6039.999,71.943,0
2014,19,Abu Dhabi Grand Prix,Yas Marina Circuit,23-11-2014,Adrian Sutil,Sauber,13,16,+1 Lap,01:42.7,01:43.1,99:99.999,Clear,23.9,0,0,0,0,102.746,103.074,6039.999,102.746,0
2001,15,Italian Grand Prix,Autodromo Nazionale di Monza,16-09-2001,Alex Yoong,Minardi,22,15,Spun off,99:99.999,99:99.999,99:99.999,Partially cloudy,16.1,0,0,0,,6039.999,6039.999,6039.999,6039.999,0
2001,16,United States Grand Prix,Indianapolis Motor Speedway,30-09-2001,Alex Yoong,Minardi,22,19,Gearbox,01:15.2,99:99.999,99:99.999,Clear,14.8,0,0,0,,75.247,6039.999,6039.999,75.247,0
2001,17,Japanese Grand Prix,Suzuka Circuit,14-10-2001,Alex Yoong,Minardi,22,16,+3 Laps,99:99.999,99:99.999,99:99.999,Partially cloudy,17.8,0,0,0,,6039.999,6039.999,6039.999,6039.999,0
2002,1,Australian Grand Prix,Albert Park Grand Prix Circuit,03-03-2002,Alex Yoong,Minardi,21,7,+3 Laps,99:99.999,99:99.999,99:99.999,"Rain, Overcast",15.3,1.036,0,0,,6039.999,6039.999,6039.999,6039.999,0
2002,2,Malaysian Grand Prix,Sepang International Circuit,17-03-2002,Alex Yoong,Minardi,22,17,Gearbox,01:40.2,99:99.999,99:99.999,"Rain, Partially cloudy",29,0.202,0,0,,100.158,6039.999,6039.999,100.158,0
2002,3,Brazilian Grand Prix,Autódromo José Carlos Pace,31-03-2002,Alex Yoong,Minardi,22,13,+4 Laps,99:99.999,99:99.999,99:99.999,Partially cloudy,25.9,0,0,0,,6039.999,6039.999,6039.999,6039.999,0
2002,4,San Marino Grand Prix,Autodromo Enzo e Dino Ferrari,14-04-2002,Alex Yoong,Minardi,0,22,107% Rule,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",12.3,5.5,0,0,,6039.999,6039.999,6039.999,6039.999,0
2002,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,28-04-2002,Alex Yoong,Minardi,21,22,Safety,99:99.999,99:99.999,99:99.999,Partially cloudy,14.6,0,0,0,,6039.999,6039.999,6039.999,6039.999,0
2002,6,Austrian Grand Prix,Red Bull Ring,12-05-2002,Alex Yoong,Minardi,22,14,Engine,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",15.3,1.796,0,0,,6039.999,6039.999,6039.999,6039.999,0
2002,7,Monaco Grand Prix,Circuit de Monaco,26-05-2002,Alex Yoong,Minardi,22,20,Accident,99:99.999,99:99.999,99:99.999,Partially cloudy,18.5,0,0,0,,6039.999,6039.999,6039.999,6039.999,0
2002,8,Canadian Grand Prix,Circuit Gilles Villeneuve,09-06-2002,Alex Yoong,Minardi,22,14,+2 Laps,99:99.999,99:99.999,99:99.999,Partially cloudy,19.6,0,0,0,,6039.999,6039.999,6039.999,6039.999,0
2002,9,European Grand Prix,Nürburgring,23-06-2002,Alex Yoong,Minardi,22,18,Hydraulics,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",17.8,0.8,0,0,,6039.999,6039.999,6039.999,6039.999,0
2002,11,French Grand Prix,Circuit de Nevers Magny-Cours,21-07-2002,Alex Yoong,Minardi,19,10,+4 Laps,99:99.999,99:99.999,99:99.999,Partially cloudy,19.8,0,0,0,,6039.999,6039.999,6039.999,6039.999,0
2002,15,Italian Grand Prix,Autodromo Nazionale di Monza,15-09-2002,Alex Yoong,Minardi,20,13,+6 Laps,99:99.999,99:99.999,99:99.999,Clear,18,0,0,0,,6039.999,6039.999,6039.999,6039.999,0
2002,16,United States Grand Prix,Indianapolis Motor Speedway,29-09-2002,Alex Yoong,Minardi,20,18,Engine,99:99.999,99:99.999,99:99.999,Clear,19.6,0,0,0,,6039.999,6039.999,6039.999,6039.999,0
2002,17,Japanese Grand Prix,Suzuka Circuit,13-10-2002,Alex Yoong,Minardi,20,16,Spun off,01:36.3,99:99.999,99:99.999,Clear,19.1,0,0,0,,96.267,6039.999,6039.999,96.267,0
2019,1,Australian Grand Prix,Albert Park Grand Prix Circuit,17-03-2019,Alexander Albon,Toro Rosso,13,14,+1 Lap,01:22.8,01:22.6,99:99.999,Clear,19.8,0,0,0.001865672,,82.757,82.636,6039.999,82.636,0
2019,2,Bahrain Grand Prix,Bahrain International Circuit,31-03-2019,Alexander Albon,Toro Rosso,12,9,Finished,01:29.5,01:29.5,99:99.999,Partially cloudy,24.2,0,0,0.001865672,,89.514,89.513,6039.999,89.513,0
2019,3,Chinese Grand Prix,Shanghai International Circuit,14-04-2019,Alexander Albon,Toro Rosso,0,10,+1 Lap,99:99.999,99:99.999,99:99.999,Partially cloudy,15.7,0,0,0.001865672,,6039.999,6039.999,6039.999,6039.999,0
2019,4,Azerbaijan Grand Prix,Baku City Circuit,28-04-2019,Alexander Albon,Toro Rosso,11,11,+1 Lap,01:42.2,01:42.5,99:99.999,Clear,15,0,0,0.001865672,,102.154,102.494,6039.999,102.154,0
2019,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,12-05-2019,Alexander Albon,Toro Rosso,11,11,Finished,01:17.8,01:17.4,99:99.999,Clear,16.2,0,0,0.001865672,,77.796,77.445,6039.999,77.445,0
2019,6,Monaco Grand Prix,Circuit de Monaco,26-05-2019,Alexander Albon,Toro Rosso,10,8,Finished,01:12.0,01:11.4,01:11.7,"Rain, Partially cloudy",18.4,0.332,0,0.001865672,,72.007,71.429,71.653,71.429,0
2019,7,Canadian Grand Prix,Circuit Gilles Villeneuve,09-06-2019,Alexander Albon,Toro Rosso,13,19,Collision damage,01:12.0,01:12.2,99:99.999,Clear,22.9,0,0,0.001865672,,72.02,72.193,6039.999,72.02,0
2019,8,French Grand Prix,Circuit Paul Ricard,23-06-2019,Alexander Albon,Toro Rosso,11,15,+1 Lap,01:31.4,01:30.5,99:99.999,Partially cloudy,23,0,0,0.001865672,,91.445,90.461,6039.999,90.461,0
2019,9,Austrian Grand Prix,Red Bull Ring,30-06-2019,Alexander Albon,Toro Rosso,18,15,+1 Lap,01:04.7,01:04.7,99:99.999,Clear,23.6,0,0,0.001865672,,64.708,64.665,6039.999,64.665,0
2019,10,British Grand Prix,Silverstone Circuit,14-07-2019,Alexander Albon,Toro Rosso,9,12,Finished,01:26.5,01:26.4,01:26.3,Partially cloudy,15.7,0,0,0.001865672,,86.482,86.403,86.345,86.345,0
2019,11,German Grand Prix,Hockenheimring,28-07-2019,Alexander Albon,Toro Rosso,16,6,Finished,01:13.5,99:99.999,99:99.999,"Rain, Overcast",20.4,8.637,0,0.001865672,,73.461,6039.999,6039.999,73.461,0
2019,12,Hungarian Grand Prix,Hungaroring,04-08-2019,Alexander Albon,Toro Rosso,12,10,+1 Lap,01:16.9,01:16.7,99:99.999,Rain,20.2,0.058,0,0.001865672,,76.912,76.687,6039.999,76.687,0
2019,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,01-09-2019,Alexander Albon,Red Bull,17,5,Finished,01:45.5,01:45.8,99:99.999,"Rain, Partially cloudy",13.6,0.108,0,0.154822335,0.280373832,105.528,105.799,6039.999,105.528,0
2019,14,Italian Grand Prix,Autodromo Nazionale di Monza,08-09-2019,Alexander Albon,Red Bull,8,6,Finished,01:20.4,01:20.0,99:99.999,"Rain, Partially cloudy",14.1,13.397,0,0.154822335,0.280373832,80.382,80.021,6039.999,80.021,0
2019,15,Singapore Grand Prix,Marina Bay Street Circuit,22-09-2019,Alexander Albon,Red Bull,6,6,Finished,01:39.1,01:37.9,01:37.4,Partially cloudy,29.7,0,0,0.154822335,0.280373832,99.106,97.865,97.411,97.411,0
2019,16,Russian Grand Prix,Sochi Autodrom,29-09-2019,Alexander Albon,Red Bull,0,5,Finished,01:39.2,99:99.999,99:99.999,"Rain, Partially cloudy",17.2,0.005,0,0.154822335,0.280373832,99.197,6039.999,6039.999,99.197,0
2019,17,Japanese Grand Prix,Suzuka Circuit,13-10-2019,Alexander Albon,Red Bull,6,4,Finished,01:29.4,01:28.2,01:27.9,Partially cloudy,20.9,0,0,0.154822335,0.280373832,89.351,88.156,87.851,87.851,0
2019,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,27-10-2019,Alexander Albon,Red Bull,5,5,Finished,01:16.2,01:16.6,01:15.3,"Rain, Partially cloudy",16.5,2.3,0,0.154822335,0.280373832,76.175,76.574,75.336,75.336,0
2019,19,United States Grand Prix,Circuit of the Americas,03-11-2019,Alexander Albon,Red Bull,6,5,Finished,01:34.0,01:32.9,01:32.5,Partially cloudy,12.9,0,0,0.154822335,0.280373832,93.984,92.898,92.548,92.548,0
2019,20,Brazilian Grand Prix,Autódromo José Carlos Pace,17-11-2019,Alexander Albon,Red Bull,5,14,Finished,01:08.5,01:08.1,01:07.9,Partially cloudy,18,0,0,0.154822335,0.280373832,68.503,68.117,67.935,67.935,0
2019,21,Abu Dhabi Grand Prix,Yas Marina Circuit,01-12-2019,Alexander Albon,Red Bull,5,6,Finished,01:36.1,01:36.7,01:35.7,Partially cloudy,24,0,0,0.154822335,0.280373832,96.102,96.718,95.682,95.682,0
2020,1,Austrian Grand Prix,Red Bull Ring,05-07-2020,Alexander Albon,Red Bull,4,13,Electronics,01:04.7,01:03.7,01:03.9,Clear,19.2,0,0,0.154822335,0.280373832,64.661,63.746,63.868,63.746,0
2020,2,Styrian Grand Prix,Red Bull Ring,12-07-2020,Alexander Albon,Red Bull,6,4,Finished,01:20.9,01:19.0,01:21.0,Partially cloudy,14.8,0,0,0.154822335,0.280373832,80.882,79.014,81.011,79.014,0
2020,3,Hungarian Grand Prix,Hungaroring,19-07-2020,Alexander Albon,Red Bull,13,5,Finished,01:15.7,01:15.7,99:99.999,"Rain, Partially cloudy",17.6,4.857,0,0.154822335,0.280373832,75.722,75.715,6039.999,75.715,0
2020,4,British Grand Prix,Silverstone Circuit,02-08-2020,Alexander Albon,Red Bull,12,8,Finished,01:26.6,01:26.5,99:99.999,"Rain, Partially cloudy",16.3,0.024,0,0.154822335,0.280373832,86.565,86.545,6039.999,86.545,0
2020,5,70th Anniversary Grand Prix,Silverstone Circuit,09-08-2020,Alexander Albon,Red Bull,9,5,Finished,01:27.2,01:26.6,01:26.7,Partially cloudy,20,0,0,0.154822335,0.280373832,87.153,86.642,86.669,86.642,0
2020,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,16-08-2020,Alexander Albon,Red Bull,6,8,+1 Lap,01:17.4,01:17.2,01:17.0,Partially cloudy,25.2,0,0,0.154822335,0.280373832,77.419,77.163,77.029,77.029,0
2020,7,Belgian Grand Prix,Circuit de Spa-Francorchamps,30-08-2020,Alexander Albon,Red Bull,5,6,Finished,01:43.4,01:42.2,01:42.3,"Rain, Partially cloudy",11.1,9.158,0,0.154822335,0.280373832,103.418,102.193,102.264,102.193,0
2020,8,Italian Grand Prix,Autodromo Nazionale di Monza,06-09-2020,Alexander Albon,Red Bull,9,15,Finished,01:21.1,01:20.1,01:20.1,"Rain, Partially cloudy",21.1,0.582,0,0.154822335,0.280373832,81.104,80.064,80.09,80.064,0
2020,9,Tuscan Grand Prix,Autodromo Internazionale del Mugello,13-09-2020,Alexander Albon,Red Bull,4,3,Finished,01:16.5,01:15.9,01:16.0,Clear,25.3,0,0,0.154822335,0.280373832,76.527,75.914,75.954,75.914,0
2020,10,Russian Grand Prix,Sochi Autodrom,27-09-2020,Alexander Albon,Red Bull,15,10,Finished,01:33.9,01:33.2,01:33.0,Clear,23.3,0,0,0.154822335,0.280373832,93.919,93.153,93.008,93.008,0.2
2020,11,Eifel Grand Prix,Nürburgring,11-10-2020,Alexander Albon,Red Bull,5,17,Radiator,01:27.1,01:26.3,01:26.0,"Rain, Partially cloudy",7.4,0.141,0,0.154822335,0.280373832,87.126,86.285,86.047,86.047,0.2
2020,12,Portuguese Grand Prix,Autódromo Internacional do Algarve,25-10-2020,Alexander Albon,Red Bull,6,12,+1 Lap,01:17.4,01:17.4,01:17.4,"Rain, Partially cloudy",16.9,1.563,0,0.154822335,0.280373832,77.435,77.411,77.437,77.411,0.2
2020,13,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,01-11-2020,Alexander Albon,Red Bull,6,15,Finished,01:15.4,01:14.7,01:14.6,"Rain, Partially cloudy",13.1,0.135,0,0.154822335,0.280373832,75.402,74.745,74.572,74.572,0.2
2020,14,Turkish Grand Prix,Istanbul Park,15-11-2020,Alexander Albon,Red Bull,4,7,Finished,01:59.4,01:52.3,01:50.4,"Rain, Partially cloudy",11.9,0.031,0,0.154822335,0.280373832,119.431,112.282,110.448,110.448,0.2
2020,15,Bahrain Grand Prix,Bahrain International Circuit,29-11-2020,Alexander Albon,Red Bull,4,3,Finished,01:28.7,01:28.7,01:28.3,"Rain, Partially cloudy",24.5,0.3,0,0.154822335,0.280373832,88.732,88.749,88.274,88.274,0
2020,16,Sakhir Grand Prix,Bahrain International Circuit,06-12-2020,Alexander Albon,Red Bull,12,6,Finished,00:54.6,00:54.0,99:99.999,"Rain, Partially cloudy",23.4,0.1,0,0.154822335,0.280373832,54.62,54.026,6039.999,54.026,0.2
2020,17,Abu Dhabi Grand Prix,Yas Marina Circuit,13-12-2020,Alexander Albon,Red Bull,5,4,Finished,01:36.1,01:35.7,01:35.6,Partially cloudy,21.5,0,0,0.154822335,0.280373832,96.106,95.654,95.571,95.571,0.2
2022,1,Bahrain Grand Prix,Bahrain International Circuit,20-03-2022,Alexander Albon,Williams,14,13,Finished,01:32.7,01:32.7,99:99.999,Clear,21.3,0,0,0.011494253,0,92.726,92.664,6039.999,92.664,0.2
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,27-03-2022,Alexander Albon,Williams,16,14,Collision damage,01:30.5,99:99.999,99:99.999,Clear,25.7,0,0,0.011494253,0,90.492,6039.999,6039.999,90.492,0.2
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,10-04-2022,Alexander Albon,Williams,20,10,Finished,01:20.1,99:99.999,99:99.999,Partially cloudy,21.4,0,0,0.011494253,0,80.135,6039.999,6039.999,80.135,0.2
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,24-04-2022,Alexander Albon,Williams,18,11,+1 Lap,99:99.999,99:99.999,99:99.999,"Rain, Partially cloudy",12.8,10.637,0,0.011494253,0,6039.999,6039.999,6039.999,6039.999,0
2022,5,Miami Grand Prix,Miami International Autodrome,08-05-2022,Alexander Albon,Williams,18,9,Finished,01:31.3,99:99.999,99:99.999,"Rain, Partially cloudy",26.8,0.402,0,0.011494253,0,91.266,6039.999,6039.999,91.266,0
2022,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,22-05-2022,Alexander Albon,Williams,18,18,+2 Laps,01:21.6,99:99.999,99:99.999,Clear,26,0,0,0.011494253,0,81.645,6039.999,6039.999,81.645,0
2022,7,Monaco Grand Prix,Circuit de Monaco,29-05-2022,Alexander Albon,Williams,16,18,Mechanical,01:13.6,99:99.999,99:99.999,"Rain, Partially cloudy",22.2,0.013,0,0.011494253,0,73.611,6039.999,6039.999,73.611,0
2022,8,Azerbaijan Grand Prix,Baku City Circuit,12-06-2022,Alexander Albon,Williams,17,12,+1 Lap,01:44.7,99:99.999,99:99.999,Partially cloudy,23.4,0,0,0.011494253,0,104.719,6039.999,6039.999,104.719,0
2022,9,Canadian Grand Prix,Circuit Gilles Villeneuve,19-06-2022,Alexander Albon,Williams,12,13,Finished,01:34.0,01:26.9,99:99.999,Clear,15.8,0,0,0.011494253,0,94.047,86.858,6039.999,86.858,0
2022,10,British Grand Prix,Silverstone Circuit,03-07-2022,Alexander Albon,Williams,16,20,Collision,01:42.1,99:99.999,99:99.999,"Rain, Partially cloudy",14.5,1.099,0,0.011494253,0,102.078,6039.999,6039.999,102.078,0
2022,11,Austrian Grand Prix,Red Bull Ring,10-07-2022,Alexander Albon,Williams,15,12,+1 Lap,01:06.5,01:06.2,99:99.999,"Rain, Partially cloudy",16.2,1.203,0,0.011494253,0,66.516,66.23,6039.999,66.23,0
2022,12,French Grand Prix,Circuit Paul Ricard,24-07-2022,Alexander Albon,Williams,13,13,Finished,01:33.4,01:33.3,99:99.999,Clear,27.8,0,0,0.011494253,0,93.423,93.307,6039.999,93.307,0
2022,13,Hungarian Grand Prix,Hungaroring,31-07-2022,Alexander Albon,Williams,17,17,+1 Lap,01:19.3,99:99.999,99:99.999,"Rain, Partially cloudy",19,12.7,0,0.011494253,0,79.256,6039.999,6039.999,79.256,0
2022,14,Belgian Grand Prix,Circuit de Spa-Francorchamps,28-08-2022,Alexander Albon,Williams,6,10,Finished,01:45.7,01:45.7,01:45.8,Partially cloudy,15.2,0,0,0.011494253,0,105.672,105.675,105.837,105.672,0
2022,15,Dutch Grand Prix,Circuit Park Zandvoort,04-09-2022,Alexander Albon,Williams,15,12,Finished,01:11.7,01:11.8,99:99.999,"Rain, Partially cloudy",19.8,0.01,0,0.011494253,0,71.695,71.802,6039.999,71.695,0
2022,17,Singapore Grand Prix,Marina Bay Street Circuit,02-10-2022,Alexander Albon,Williams,18,17,Collision damage,01:57.0,99:99.999,99:99.999,"Rain, Partially cloudy",27.3,23.971,0,0.011494253,0,116.985,6039.999,6039.999,116.985,0
2022,18,Japanese Grand Prix,Suzuka Circuit,09-10-2022,Alexander Albon,Williams,16,20,Hydraulics,01:31.3,99:99.999,99:99.999,"Rain, Overcast",16.4,9.025,0,0.011494253,0,91.311,6039.999,6039.999,91.311,0
2022,19,United States Grand Prix,Circuit of the Americas,23-10-2022,Alexander Albon,Williams,8,13,Finished,01:36.9,01:36.4,99:99.999,Partially cloudy,23.8,0,0,0.011494253,0,96.932,96.368,6039.999,96.368,0
2022,20,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,30-10-2022,Alexander Albon,Williams,17,12,+1 Lap,01:20.9,99:99.999,99:99.999,"Rain, Partially cloudy",18.8,0.386,0,0.011494253,0,80.859,6039.999,6039.999,80.859,0
2022,21,São Paulo Grand Prix,Autódromo José Carlos Pace,13-11-2022,Alexander Albon,Williams,19,15,Finished,01:14.3,01:11.6,99:99.999,Partially cloudy,22.1,0,0,0.011494253,0,74.324,71.631,6039.999,71.631,0
2022,22,Abu Dhabi Grand Prix,Yas Marina Circuit,20-11-2022,Alexander Albon,Williams,19,13,+1 Lap,01:26.0,99:99.999,99:99.999,Partially cloudy,27.8,0,0,0.011494253,0,86.028,6039.999,6039.999,86.028,0
2023,1,Bahrain Grand Prix,Bahrain International Circuit,05-03-2023,Alexander Albon,Williams,15,10,Finished,01:31.5,99:99.999,99:99.999,Clear,24.9,0,0,0.011494253,0,91.461,6039.999,6039.999,91.461,0
2023,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,19-03-2023,Alexander Albon,Williams,17,19,Brakes,01:30.0,99:99.999,99:99.999,Partially cloudy,25.8,0,0,0.011494253,0,89.994,6039.999,6039.999,89.994,0
2023,3,Australian Grand Prix,Albert Park Grand Prix Circuit,02-04-2023,Alexander Albon,Williams,8,19,Accident,01:18.0,01:17.8,01:17.6,Partially cloudy,13.6,0,0,0.011494253,0,77.962,77.761,77.609,77.609,0
2023,4,Azerbaijan Grand Prix,Baku City Circuit,30-04-2023,Alexander Albon,Williams,12,12,Finished,01:42.2,01:41.8,99:99.999,"Rain, Partially cloudy",19.3,0.112,0,0.011494253,0,102.171,101.818,6039.999,101.818,0
2023,5,Miami Grand Prix,Miami International Autodrome,07-05-2023,Alexander Albon,Williams,11,14,Finished,01:28.2,01:27.8,99:99.999,"Rain, Partially cloudy",25.3,0.68,0,0.011494253,0,88.234,87.795,6039.999,87.795,0
2023,6,Monaco Grand Prix,Circuit de Monaco,28-05-2023,Alexander Albon,Williams,13,14,+1 Lap,01:12.7,01:12.5,99:99.999,Partially cloudy,21.5,0,0,0.011494253,0,72.706,72.527,6039.999,72.527,0
2023,7,Spanish Grand Prix,Circuit de Barcelona-Catalunya,04-06-2023,Alexander Albon,Williams,18,16,+1 Lap,01:14.1,99:99.999,99:99.999,Partially cloudy,19.5,0,0,0.011494253,0,74.063,6039.999,6039.999,74.063,0
2023,8,Canadian Grand Prix,Circuit Gilles Villeneuve,18-06-2023,Alexander Albon,Williams,9,7,Finished,01:21.9,01:18.7,99:99.999,"Rain, Partially cloudy",15.1,0.055,0,0.011494253,0,81.938,78.725,6039.999,78.725,0
2023,9,Austrian Grand Prix,Red Bull Ring,02-07-2023,Alexander Albon,Williams,10,11,Finished,01:05.7,01:05.4,01:05.8,"Rain, Partially cloudy",17.3,0.1,0,0.011494253,0,65.673,65.387,65.823,65.387,0
2023,10,British Grand Prix,Silverstone Circuit,09-07-2023,Alexander Albon,Williams,8,8,Finished,01:29.5,01:28.1,01:27.5,"Rain, Partially cloudy",17.7,0.213,0,0.011494253,0,89.466,88.067,87.53,87.53,0
2023,11,Hungarian Grand Prix,Hungaroring,23-07-2023,Alexander Albon,Williams,16,11,+1 Lap,01:18.9,99:99.999,99:99.999,Partially cloudy,23.7,0,0,0.011494253,0,78.917,6039.999,6039.999,78.917,0
2023,12,Belgian Grand Prix,Circuit de Spa-Francorchamps,30-07-2023,Alexander Albon,Williams,15,14,Finished,02:00.3,99:99.999,99:99.999,"Rain, Partially cloudy",13.9,1.001,0,0.011494253,0,120.314,6039.999,6039.999,120.314,0
2023,13,Dutch Grand Prix,Circuit Park Zandvoort,27-08-2023,Alexander Albon,Williams,4,8,Finished,01:20.9,01:19.4,01:11.4,"Rain, Partially cloudy",15.5,10.591,0,0.011494253,0,80.939,79.399,71.419,71.419,0
2023,14,Italian Grand Prix,Autodromo Nazionale di Monza,03-09-2023,Alexander Albon,Williams,6,7,Finished,01:21.7,01:21.3,01:20.8,Partially cloudy,22.7,0,0,0.011494253,0,81.661,81.272,80.76,80.76,0
2023,15,Singapore Grand Prix,Marina Bay Street Circuit,17-09-2023,Alexander Albon,Williams,14,11,Finished,01:32.7,01:33.7,99:99.999,"Rain, Partially cloudy",29.1,3.366,0,0.011494253,0,92.668,93.719,6039.999,92.668,0
2023,16,Japanese Grand Prix,Suzuka Circuit,24-09-2023,Alexander Albon,Williams,13,16,Collision damage,01:30.9,01:30.5,99:99.999,Partially cloudy,23.9,0,0,0.011494253,0,90.941,90.537,6039.999,90.537,0
2023,17,Qatar Grand Prix,Losail International Circuit,08-10-2023,Alexander Albon,Williams,13,13,Finished,01:26.1,01:25.7,99:99.999,Clear,33.2,0,0,0.011494253,0,86.118,85.707,6039.999,85.707,0
2023,18,United States Grand Prix,Circuit of the Americas,22-10-2023,Alexander Albon,Williams,15,9,Finished,01:36.3,99:99.999,99:99.999,Partially cloudy,24.2,0,0,0.011494253,0,96.315,6039.999,6039.999,96.315,0
2023,19,Mexico City Grand Prix,Autódromo Hermanos Rodríguez,29-10-2023,Alexander Albon,Williams,14,9,Finished,01:18.8,01:19.1,99:99.999,Partially cloudy,18.3,0,0,0.011494253,0,78.828,79.147,6039.999,78.828,0
2023,20,São Paulo Grand Prix,Autódromo José Carlos Pace,05-11-2023,Alexander Albon,Williams,13,19,Collision,01:10.6,01:10.8,99:99.999,Partially cloudy,17.2,0,0,0.011494253,0,70.621,70.84,6039.999,70.621,0
2023,21,Las Vegas Grand Prix,Las Vegas Strip Street Circuit,19-11-2023,Alexander Albon,Williams,5,12,Finished,01:34.6,01:33.6,01:33.3,Clear,16.1,0,0,0.011494253,0,94.634,93.588,93.323,93.323,0
2023,22,Abu Dhabi Grand Prix,Yas Marina Circuit,26-11-2023,Alexander Albon,Williams,14,14,Finished,01:24.3,01:24.4,99:99.999,Partially cloudy,25.2,0,0,0.011494253,0,84.298,84.439,6039.999,84.298,0
2024,1,Bahrain Grand Prix,Bahrain International Circuit,02-03-2024,Alexander Albon,Williams,13,15,+1 Lap,01:30.4,01:30.2,99:99.999,Partially cloudy,17.2,0,0,0.011494253,0,90.397,90.221,6039.999,90.221,0
2024,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,09-03-2024,Alexander Albon,Williams,12,11,Finished,01:29.1,01:29.0,99:99.999,Clear,25,0,0,0.011494253,0,89.107,88.98,6039.999,88.98,0
2024,3,Australian Grand Prix,Albert Park Grand Prix Circuit,24-03-2024,Alexander Albon,Williams,12,11,+1 Lap,01:17.1,01:17.2,99:99.999,"Rain, Partially cloudy",16.2,0.028,0,0.011494253,0,77.13,77.167,6039.999,77.13,0
